Site,Exposure,date,year,time,depth,transect,Family,Functional Group,species,length,number,a,b,Biomass,Total Biomass(kg)
LTMP3,Exposed,9/20/11,2011,951,deep,3,Caesionidae,Planktivore,pte.diag,25,1,0.0069,3.341,323.1220978,0.323122098
LTMP3,Exposed,9/20/11,2011,951,deep,3,Caesionidae,Planktivore,pte.diag,25,1,0.0069,3.341,323.1220978,0.323122098
LTMP3,Exposed,9/20/11,2011,951,deep,3,Caesionidae,Planktivore,pte.diag,25,1,0.0069,3.341,323.1220978,0.323122098
LTMP3,Exposed,9/20/11,2011,951,deep,3,Caesionidae,Planktivore,pte.diag,25,1,0.0069,3.341,323.1220978,0.323122098
LTMP3,Exposed,9/20/11,2011,951,deep,3,Caesionidae,Planktivore,pte.diag,25,1,0.0069,3.341,323.1220978,0.323122098
LTMP3,Exposed,9/20/11,2011,951,deep,3,Caesionidae,Planktivore,pte.diag,25,1,0.0069,3.341,323.1220978,0.323122098
LTMP3,Exposed,9/20/11,2011,951,deep,3,Caesionidae,Planktivore,pte.diag,25,1,0.0069,3.341,323.1220978,0.323122098
LTMP3,Exposed,9/20/11,2011,951,deep,3,Caesionidae,Planktivore,pte.diag,25,1,0.0069,3.341,323.1220978,0.323122098
LTMP3,Exposed,9/20/11,2011,951,deep,3,Caesionidae,Planktivore,pte.diag,25,1,0.0069,3.341,323.1220978,0.323122098
LTMP3,Exposed,9/20/11,2011,951,deep,3,Caesionidae,Planktivore,pte.diag,26,1,0.0069,3.341,368.36219,0.36836219
LTMP3,Exposed,9/20/11,2011,951,deep,3,Caesionidae,Planktivore,pte.diag,26,1,0.0069,3.341,368.36219,0.36836219
LTMP3,Exposed,9/20/11,2011,951,deep,3,Caesionidae,Planktivore,pte.diag,26,1,0.0069,3.341,368.36219,0.36836219
LTMP3,Exposed,9/20/11,2011,951,deep,3,Caesionidae,Planktivore,pte.diag,26,1,0.0069,3.341,368.36219,0.36836219
LTMP3,Exposed,9/20/11,2011,951,deep,3,Caesionidae,Planktivore,pte.diag,26,1,0.0069,3.341,368.36219,0.36836219
LTMP3,Exposed,9/20/11,2011,951,deep,3,Caesionidae,Planktivore,pte.diag,26,1,0.0069,3.341,368.36219,0.36836219
LTMP3,Exposed,9/20/11,2011,951,deep,3,Caesionidae,Planktivore,pte.diag,26,1,0.0069,3.341,368.36219,0.36836219
LTMP3,Exposed,9/20/11,2011,951,deep,3,Caesionidae,Planktivore,pte.diag,26,1,0.0069,3.341,368.36219,0.36836219
LTMP3,Exposed,9/20/11,2011,951,deep,3,Caesionidae,Planktivore,pte.diag,26,1,0.0069,3.341,368.36219,0.36836219
LTMP3,Exposed,9/20/11,2011,951,deep,3,Caesionidae,Planktivore,pte.diag,26,1,0.0069,3.341,368.36219,0.36836219
LTMP3,Exposed,9/20/11,2011,951,deep,3,Caesionidae,Planktivore,pte.diag,26,1,0.0069,3.341,368.36219,0.36836219
LTMP3,Exposed,9/20/11,2011,951,deep,3,Caesionidae,Planktivore,pte.diag,26,1,0.0069,3.341,368.36219,0.36836219
LTMP3,Exposed,9/20/11,2011,951,deep,3,Caesionidae,Planktivore,pte.diag,26,1,0.0069,3.341,368.36219,0.36836219
LTMP3,Exposed,9/20/11,2011,951,deep,3,Caesionidae,Planktivore,pte.diag,26,1,0.0069,3.341,368.36219,0.36836219
LTMP3,Exposed,9/20/11,2011,951,deep,3,Caesionidae,Planktivore,pte.diag,26,1,0.0069,3.341,368.36219,0.36836219
LTMP3,Exposed,9/20/11,2011,951,deep,3,Caesionidae,Planktivore,pte.diag,26,1,0.0069,3.341,368.36219,0.36836219
LTMP3,Exposed,9/20/11,2011,951,deep,3,Caesionidae,Planktivore,pte.diag,26,1,0.0069,3.341,368.36219,0.36836219
LTMP3,Exposed,9/20/11,2011,951,deep,3,Caesionidae,Planktivore,pte.diag,26,1,0.0069,3.341,368.36219,0.36836219
LTMP3,Exposed,9/20/11,2011,951,deep,3,Caesionidae,Planktivore,pte.diag,26,1,0.0069,3.341,368.36219,0.36836219
LTMP3,Exposed,9/20/11,2011,951,deep,3,Caesionidae,Planktivore,pte.diag,26,1,0.0069,3.341,368.36219,0.36836219
LTMP3,Exposed,1/11/15,2015,8:06,deep,1,Caesionidae,Planktivore,pte.diag,25,55,0.0069,3.341,323.1220978,17.77171538
LTMP3,Exposed,1/11/15,2015,8:55,deep,3,Caesionidae,Planktivore,pte.diag,20,1300,0.0069,3.341,153.3169977,199.312097
LTMP3,Exposed,9/20/11,2011,10:43,shallow,3,Caesionidae,Planktivore,pte.diag,18,1,0.0069,3.341,107.8237744,0.107823774
LTMP3,Exposed,9/20/11,2011,10:43,shallow,3,Caesionidae,Planktivore,pte.diag,18,1,0.0069,3.341,107.8237744,0.107823774
LTMP3,Exposed,9/20/11,2011,10:43,shallow,3,Caesionidae,Planktivore,pte.diag,18,1,0.0069,3.341,107.8237744,0.107823774
LTMP3,Exposed,9/20/11,2011,10:43,shallow,3,Caesionidae,Planktivore,pte.diag,18,1,0.0069,3.341,107.8237744,0.107823774
LTMP3,Exposed,9/20/11,2011,10:43,shallow,3,Caesionidae,Planktivore,pte.diag,18,1,0.0069,3.341,107.8237744,0.107823774
LTMP3,Exposed,9/20/11,2011,10:43,shallow,3,Caesionidae,Planktivore,pte.diag,18,1,0.0069,3.341,107.8237744,0.107823774
LTMP3,Exposed,9/20/11,2011,10:43,shallow,3,Caesionidae,Planktivore,pte.diag,18,1,0.0069,3.341,107.8237744,0.107823774
LTMP3,Exposed,9/20/11,2011,10:43,shallow,3,Caesionidae,Planktivore,pte.diag,18,1,0.0069,3.341,107.8237744,0.107823774
LTMP3,Exposed,9/20/11,2011,10:43,shallow,3,Caesionidae,Planktivore,pte.diag,18,1,0.0069,3.341,107.8237744,0.107823774
LTMP3,Exposed,9/20/11,2011,10:43,shallow,3,Caesionidae,Planktivore,pte.diag,18,1,0.0069,3.341,107.8237744,0.107823774
LTMP3,Exposed,9/20/11,2011,10:43,shallow,3,Caesionidae,Planktivore,pte.diag,18,1,0.0069,3.341,107.8237744,0.107823774
LTMP3,Exposed,9/20/11,2011,10:43,shallow,3,Caesionidae,Planktivore,pte.diag,18,1,0.0069,3.341,107.8237744,0.107823774
LTMP3,Exposed,9/20/11,2011,10:43,shallow,3,Caesionidae,Planktivore,pte.diag,18,1,0.0069,3.341,107.8237744,0.107823774
LTMP3,Exposed,9/20/11,2011,10:43,shallow,3,Caesionidae,Planktivore,pte.diag,18,1,0.0069,3.341,107.8237744,0.107823774
LTMP3,Exposed,9/20/11,2011,10:43,shallow,3,Caesionidae,Planktivore,pte.diag,18,1,0.0069,3.341,107.8237744,0.107823774
LTMP3,Exposed,9/20/11,2011,10:43,shallow,3,Caesionidae,Planktivore,pte.diag,18,1,0.0069,3.341,107.8237744,0.107823774
LTMP3,Exposed,9/20/11,2011,10:43,shallow,3,Caesionidae,Planktivore,pte.diag,18,1,0.0069,3.341,107.8237744,0.107823774
LTMP3,Exposed,9/20/11,2011,10:43,shallow,3,Caesionidae,Planktivore,pte.diag,18,1,0.0069,3.341,107.8237744,0.107823774
LTMP3,Exposed,9/20/11,2011,10:43,shallow,3,Caesionidae,Planktivore,pte.diag,18,1,0.0069,3.341,107.8237744,0.107823774
LTMP3,Exposed,9/20/11,2011,10:43,shallow,3,Caesionidae,Planktivore,pte.diag,18,1,0.0069,3.341,107.8237744,0.107823774
LTMP3,Exposed,9/20/11,2011,10:43,shallow,3,Caesionidae,Planktivore,pte.diag,18,1,0.0069,3.341,107.8237744,0.107823774
LTMP3,Exposed,9/20/11,2011,10:43,shallow,3,Caesionidae,Planktivore,pte.diag,18,1,0.0069,3.341,107.8237744,0.107823774
LTMP3,Exposed,9/20/11,2011,10:43,shallow,3,Caesionidae,Planktivore,pte.diag,18,1,0.0069,3.341,107.8237744,0.107823774
LTMP3,Exposed,9/20/11,2011,10:43,shallow,3,Caesionidae,Planktivore,pte.diag,18,1,0.0069,3.341,107.8237744,0.107823774
LTMP3,Exposed,9/20/11,2011,10:43,shallow,3,Caesionidae,Planktivore,pte.diag,18,1,0.0069,3.341,107.8237744,0.107823774
LTMP3,Exposed,9/20/11,2011,10:43,shallow,3,Caesionidae,Planktivore,pte.diag,18,1,0.0069,3.341,107.8237744,0.107823774
LTMP3,Exposed,9/20/11,2011,10:43,shallow,3,Caesionidae,Planktivore,pte.diag,18,1,0.0069,3.341,107.8237744,0.107823774
LTMP3,Exposed,9/20/11,2011,10:43,shallow,3,Caesionidae,Planktivore,pte.diag,18,1,0.0069,3.341,107.8237744,0.107823774
LTMP3,Exposed,9/20/11,2011,10:43,shallow,3,Caesionidae,Planktivore,pte.diag,18,1,0.0069,3.341,107.8237744,0.107823774
LTMP3,Exposed,9/20/11,2011,10:43,shallow,3,Caesionidae,Planktivore,pte.diag,18,1,0.0069,3.341,107.8237744,0.107823774
LTMP3,Exposed,9/20/11,2011,10:43,shallow,3,Caesionidae,Planktivore,pte.diag,18,1,0.0069,3.341,107.8237744,0.107823774
LTMP3,Exposed,9/20/11,2011,10:43,shallow,3,Caesionidae,Planktivore,pte.diag,18,1,0.0069,3.341,107.8237744,0.107823774
LTMP3,Exposed,9/20/11,2011,10:43,shallow,3,Caesionidae,Planktivore,pte.diag,18,1,0.0069,3.341,107.8237744,0.107823774
LTMP3,Exposed,9/20/11,2011,10:43,shallow,3,Caesionidae,Planktivore,pte.diag,18,1,0.0069,3.341,107.8237744,0.107823774
LTMP3,Exposed,9/20/11,2011,10:43,shallow,3,Caesionidae,Planktivore,pte.diag,18,1,0.0069,3.341,107.8237744,0.107823774
LTMP3,Exposed,9/20/11,2011,10:43,shallow,3,Caesionidae,Planktivore,pte.diag,18,1,0.0069,3.341,107.8237744,0.107823774
LTMP3,Exposed,9/20/11,2011,10:43,shallow,3,Caesionidae,Planktivore,pte.diag,18,1,0.0069,3.341,107.8237744,0.107823774
LTMP3,Exposed,9/20/11,2011,10:43,shallow,3,Caesionidae,Planktivore,pte.diag,18,1,0.0069,3.341,107.8237744,0.107823774
LTMP3,Exposed,9/20/11,2011,10:43,shallow,3,Caesionidae,Planktivore,pte.diag,18,1,0.0069,3.341,107.8237744,0.107823774
LTMP3,Exposed,9/20/11,2011,10:43,shallow,3,Caesionidae,Planktivore,pte.diag,18,1,0.0069,3.341,107.8237744,0.107823774
LTMP3,Exposed,9/20/11,2011,10:43,shallow,3,Caesionidae,Planktivore,pte.diag,18,1,0.0069,3.341,107.8237744,0.107823774
LTMP3,Exposed,9/20/11,2011,10:43,shallow,3,Caesionidae,Planktivore,pte.diag,18,1,0.0069,3.341,107.8237744,0.107823774
LTMP3,Exposed,9/20/11,2011,10:43,shallow,3,Caesionidae,Planktivore,pte.diag,18,1,0.0069,3.341,107.8237744,0.107823774
LTMP3,Exposed,9/20/11,2011,10:43,shallow,3,Caesionidae,Planktivore,pte.diag,18,1,0.0069,3.341,107.8237744,0.107823774
LTMP3,Exposed,9/20/11,2011,10:43,shallow,3,Caesionidae,Planktivore,pte.diag,18,1,0.0069,3.341,107.8237744,0.107823774
LTMP3,Exposed,9/20/11,2011,10:43,shallow,3,Caesionidae,Planktivore,pte.diag,18,1,0.0069,3.341,107.8237744,0.107823774
LTMP3,Exposed,9/20/11,2011,10:43,shallow,3,Caesionidae,Planktivore,pte.diag,18,1,0.0069,3.341,107.8237744,0.107823774
LTMP3,Exposed,9/20/11,2011,10:43,shallow,3,Caesionidae,Planktivore,pte.diag,18,1,0.0069,3.341,107.8237744,0.107823774
LTMP3,Exposed,9/20/11,2011,10:43,shallow,3,Caesionidae,Planktivore,pte.diag,18,1,0.0069,3.341,107.8237744,0.107823774
LTMP3,Exposed,9/20/11,2011,10:43,shallow,3,Caesionidae,Planktivore,pte.diag,18,1,0.0069,3.341,107.8237744,0.107823774
LTMP3,Exposed,9/20/11,2011,10:43,shallow,3,Caesionidae,Planktivore,pte.diag,18,1,0.0069,3.341,107.8237744,0.107823774
LTMP3,Exposed,9/20/11,2011,10:43,shallow,3,Caesionidae,Planktivore,pte.diag,18,1,0.0069,3.341,107.8237744,0.107823774
LTMP3,Exposed,9/20/11,2011,10:43,shallow,3,Caesionidae,Planktivore,pte.diag,18,1,0.0069,3.341,107.8237744,0.107823774
LTMP3,Exposed,9/20/11,2011,10:43,shallow,3,Caesionidae,Planktivore,pte.diag,18,1,0.0069,3.341,107.8237744,0.107823774
LTMP3,Exposed,9/20/11,2011,10:43,shallow,3,Caesionidae,Planktivore,pte.diag,18,1,0.0069,3.341,107.8237744,0.107823774
LTMP3,Exposed,9/20/11,2011,10:43,shallow,3,Caesionidae,Planktivore,pte.diag,18,1,0.0069,3.341,107.8237744,0.107823774
LTMP3,Exposed,9/20/11,2011,10:43,shallow,3,Caesionidae,Planktivore,pte.diag,18,1,0.0069,3.341,107.8237744,0.107823774
LTMP3,Exposed,9/20/11,2011,10:43,shallow,3,Caesionidae,Planktivore,pte.diag,18,1,0.0069,3.341,107.8237744,0.107823774
LTMP3,Exposed,9/20/11,2011,10:43,shallow,3,Caesionidae,Planktivore,pte.diag,18,1,0.0069,3.341,107.8237744,0.107823774
LTMP3,Exposed,9/20/11,2011,10:43,shallow,3,Caesionidae,Planktivore,pte.diag,18,1,0.0069,3.341,107.8237744,0.107823774
LTMP3,Exposed,9/20/11,2011,10:43,shallow,3,Caesionidae,Planktivore,pte.diag,18,1,0.0069,3.341,107.8237744,0.107823774
LTMP3,Exposed,9/20/11,2011,10:43,shallow,3,Caesionidae,Planktivore,pte.diag,18,1,0.0069,3.341,107.8237744,0.107823774
LTMP3,Exposed,9/20/11,2011,10:43,shallow,3,Caesionidae,Planktivore,pte.diag,18,1,0.0069,3.341,107.8237744,0.107823774
LTMP3,Exposed,9/20/11,2011,10:43,shallow,3,Caesionidae,Planktivore,pte.diag,18,1,0.0069,3.341,107.8237744,0.107823774
LTMP3,Exposed,9/20/11,2011,10:43,shallow,3,Caesionidae,Planktivore,pte.diag,18,1,0.0069,3.341,107.8237744,0.107823774
LTMP3,Exposed,9/20/11,2011,10:43,shallow,3,Caesionidae,Planktivore,pte.diag,18,1,0.0069,3.341,107.8237744,0.107823774
LTMP3,Exposed,9/20/11,2011,10:43,shallow,3,Caesionidae,Planktivore,pte.diag,18,1,0.0069,3.341,107.8237744,0.107823774
LTMP3,Exposed,9/20/11,2011,10:43,shallow,3,Caesionidae,Planktivore,pte.diag,18,1,0.0069,3.341,107.8237744,0.107823774
LTMP3,Exposed,9/20/11,2011,10:43,shallow,3,Caesionidae,Planktivore,pte.diag,18,1,0.0069,3.341,107.8237744,0.107823774
LTMP3,Exposed,9/20/11,2011,10:43,shallow,3,Caesionidae,Planktivore,pte.diag,18,1,0.0069,3.341,107.8237744,0.107823774
LTMP3,Exposed,9/20/11,2011,10:43,shallow,3,Caesionidae,Planktivore,pte.diag,18,1,0.0069,3.341,107.8237744,0.107823774
LTMP3,Exposed,9/20/11,2011,10:43,shallow,3,Caesionidae,Planktivore,pte.diag,18,1,0.0069,3.341,107.8237744,0.107823774
LTMP3,Exposed,9/20/11,2011,10:43,shallow,3,Caesionidae,Planktivore,pte.diag,18,1,0.0069,3.341,107.8237744,0.107823774
LTMP3,Exposed,9/20/11,2011,10:43,shallow,3,Caesionidae,Planktivore,pte.diag,18,1,0.0069,3.341,107.8237744,0.107823774
LTMP3,Exposed,9/20/11,2011,10:43,shallow,3,Caesionidae,Planktivore,pte.diag,18,1,0.0069,3.341,107.8237744,0.107823774
LTMP3,Exposed,9/20/11,2011,10:43,shallow,3,Caesionidae,Planktivore,pte.diag,18,1,0.0069,3.341,107.8237744,0.107823774
LTMP3,Exposed,9/20/11,2011,10:43,shallow,3,Caesionidae,Planktivore,pte.diag,18,1,0.0069,3.341,107.8237744,0.107823774
LTMP3,Exposed,9/20/11,2011,10:43,shallow,3,Caesionidae,Planktivore,pte.diag,18,1,0.0069,3.341,107.8237744,0.107823774
LTMP3,Exposed,9/20/11,2011,10:43,shallow,3,Caesionidae,Planktivore,pte.diag,18,1,0.0069,3.341,107.8237744,0.107823774
Monkey's Butt,Lagoon,9/28/11,2011,749,deep,1,Caesionidae,Planktivore,pte.diag,7,1,0.0069,3.341,4.59538225,0.004595382
Monkey's Butt,Lagoon,9/28/11,2011,749,deep,1,Caesionidae,Planktivore,pte.diag,7,1,0.0069,3.341,4.59538225,0.004595382
Monkey's Butt,Lagoon,9/28/11,2011,749,deep,1,Caesionidae,Planktivore,pte.diag,7,1,0.0069,3.341,4.59538225,0.004595382
Monkey's Butt,Lagoon,9/28/11,2011,749,deep,1,Caesionidae,Planktivore,pte.diag,7,1,0.0069,3.341,4.59538225,0.004595382
Monkey's Butt,Lagoon,9/28/11,2011,749,deep,1,Caesionidae,Planktivore,pte.diag,7,1,0.0069,3.341,4.59538225,0.004595382
Monkey's Butt,Lagoon,9/28/11,2011,749,deep,1,Caesionidae,Planktivore,pte.diag,7,1,0.0069,3.341,4.59538225,0.004595382
Monkey's Butt,Lagoon,9/28/11,2011,749,deep,1,Caesionidae,Planktivore,pte.diag,7,1,0.0069,3.341,4.59538225,0.004595382
Monkey's Butt,Lagoon,9/28/11,2011,749,deep,1,Caesionidae,Planktivore,pte.diag,7,1,0.0069,3.341,4.59538225,0.004595382
Monkey's Butt,Lagoon,9/28/11,2011,749,deep,1,Caesionidae,Planktivore,pte.diag,7,1,0.0069,3.341,4.59538225,0.004595382
Monkey's Butt,Lagoon,9/28/11,2011,749,deep,1,Caesionidae,Planktivore,pte.diag,7,1,0.0069,3.341,4.59538225,0.004595382
Monkey's Butt,Lagoon,9/28/11,2011,749,deep,1,Caesionidae,Planktivore,pte.diag,7,1,0.0069,3.341,4.59538225,0.004595382
Monkey's Butt,Lagoon,9/28/11,2011,749,deep,1,Caesionidae,Planktivore,pte.diag,7,1,0.0069,3.341,4.59538225,0.004595382
Monkey's Butt,Lagoon,9/28/11,2011,749,deep,1,Caesionidae,Planktivore,pte.diag,7,1,0.0069,3.341,4.59538225,0.004595382
Monkey's Butt,Lagoon,9/28/11,2011,749,deep,1,Caesionidae,Planktivore,pte.diag,7,1,0.0069,3.341,4.59538225,0.004595382
Monkey's Butt,Lagoon,9/28/11,2011,749,deep,1,Caesionidae,Planktivore,pte.diag,7,1,0.0069,3.341,4.59538225,0.004595382
Monkey's Butt,Lagoon,9/28/11,2011,749,deep,1,Caesionidae,Planktivore,pte.diag,7,1,0.0069,3.341,4.59538225,0.004595382
Monkey's Butt,Lagoon,9/28/11,2011,749,deep,1,Caesionidae,Planktivore,pte.diag,7,1,0.0069,3.341,4.59538225,0.004595382
Monkey's Butt,Lagoon,9/28/11,2011,749,deep,1,Caesionidae,Planktivore,pte.diag,7,1,0.0069,3.341,4.59538225,0.004595382
Monkey's Butt,Lagoon,9/28/11,2011,749,deep,1,Caesionidae,Planktivore,pte.diag,7,1,0.0069,3.341,4.59538225,0.004595382
Monkey's Butt,Lagoon,9/28/11,2011,749,deep,1,Caesionidae,Planktivore,pte.diag,7,1,0.0069,3.341,4.59538225,0.004595382
Monkey's Butt,Lagoon,9/28/11,2011,749,deep,1,Caesionidae,Planktivore,pte.diag,7,1,0.0069,3.341,4.59538225,0.004595382
Monkey's Butt,Lagoon,9/28/11,2011,749,deep,1,Caesionidae,Planktivore,pte.diag,7,1,0.0069,3.341,4.59538225,0.004595382
Monkey's Butt,Lagoon,9/28/11,2011,749,deep,1,Caesionidae,Planktivore,pte.diag,7,1,0.0069,3.341,4.59538225,0.004595382
Monkey's Butt,Lagoon,9/28/11,2011,749,deep,1,Caesionidae,Planktivore,pte.diag,7,1,0.0069,3.341,4.59538225,0.004595382
Monkey's Butt,Lagoon,9/28/11,2011,749,deep,1,Caesionidae,Planktivore,pte.diag,7,1,0.0069,3.341,4.59538225,0.004595382
Monkey's Butt,Lagoon,9/28/11,2011,749,deep,1,Caesionidae,Planktivore,pte.diag,7,1,0.0069,3.341,4.59538225,0.004595382
Monkey's Butt,Lagoon,9/28/11,2011,749,deep,1,Caesionidae,Planktivore,pte.diag,7,1,0.0069,3.341,4.59538225,0.004595382
Monkey's Butt,Lagoon,9/28/11,2011,749,deep,1,Caesionidae,Planktivore,pte.diag,7,1,0.0069,3.341,4.59538225,0.004595382
Monkey's Butt,Lagoon,9/28/11,2011,749,deep,1,Caesionidae,Planktivore,pte.diag,7,1,0.0069,3.341,4.59538225,0.004595382
Monkey's Butt,Lagoon,9/28/11,2011,749,deep,1,Caesionidae,Planktivore,pte.diag,7,1,0.0069,3.341,4.59538225,0.004595382
Monkey's Butt,Lagoon,9/28/11,2011,749,deep,1,Caesionidae,Planktivore,pte.diag,7,1,0.0069,3.341,4.59538225,0.004595382
Monkey's Butt,Lagoon,9/28/11,2011,749,deep,1,Caesionidae,Planktivore,pte.diag,7,1,0.0069,3.341,4.59538225,0.004595382
Monkey's Butt,Lagoon,9/28/11,2011,749,deep,1,Caesionidae,Planktivore,pte.diag,7,1,0.0069,3.341,4.59538225,0.004595382
Monkey's Butt,Lagoon,9/28/11,2011,749,deep,1,Caesionidae,Planktivore,pte.diag,7,1,0.0069,3.341,4.59538225,0.004595382
Monkey's Butt,Lagoon,9/28/11,2011,749,deep,1,Caesionidae,Planktivore,pte.diag,7,1,0.0069,3.341,4.59538225,0.004595382
Monkey's Butt,Lagoon,9/28/11,2011,749,deep,1,Caesionidae,Planktivore,pte.diag,7,1,0.0069,3.341,4.59538225,0.004595382
Monkey's Butt,Lagoon,9/28/11,2011,749,deep,1,Caesionidae,Planktivore,pte.diag,7,1,0.0069,3.341,4.59538225,0.004595382
Monkey's Butt,Lagoon,9/28/11,2011,749,deep,1,Caesionidae,Planktivore,pte.diag,7,1,0.0069,3.341,4.59538225,0.004595382
Monkey's Butt,Lagoon,9/28/11,2011,749,deep,1,Caesionidae,Planktivore,pte.diag,7,1,0.0069,3.341,4.59538225,0.004595382
Monkey's Butt,Lagoon,9/28/11,2011,749,deep,1,Caesionidae,Planktivore,pte.diag,7,1,0.0069,3.341,4.59538225,0.004595382
Monkey's Butt,Lagoon,9/28/11,2011,749,deep,1,Caesionidae,Planktivore,pte.diag,7,1,0.0069,3.341,4.59538225,0.004595382
Monkey's Butt,Lagoon,9/28/11,2011,749,deep,1,Caesionidae,Planktivore,pte.diag,7,1,0.0069,3.341,4.59538225,0.004595382
Monkey's Butt,Lagoon,9/28/11,2011,749,deep,1,Caesionidae,Planktivore,pte.diag,7,1,0.0069,3.341,4.59538225,0.004595382
Monkey's Butt,Lagoon,9/28/11,2011,749,deep,1,Caesionidae,Planktivore,pte.diag,7,1,0.0069,3.341,4.59538225,0.004595382
Monkey's Butt,Lagoon,9/28/11,2011,749,deep,1,Caesionidae,Planktivore,pte.diag,7,1,0.0069,3.341,4.59538225,0.004595382
Monkey's Butt,Lagoon,9/28/11,2011,749,deep,1,Caesionidae,Planktivore,pte.diag,7,1,0.0069,3.341,4.59538225,0.004595382
Monkey's Butt,Lagoon,9/28/11,2011,749,deep,1,Caesionidae,Planktivore,pte.diag,7,1,0.0069,3.341,4.59538225,0.004595382
Monkey's Butt,Lagoon,9/28/11,2011,749,deep,1,Caesionidae,Planktivore,pte.diag,7,1,0.0069,3.341,4.59538225,0.004595382
Monkey's Butt,Lagoon,9/28/11,2011,749,deep,1,Caesionidae,Planktivore,pte.diag,7,1,0.0069,3.341,4.59538225,0.004595382
Monkey's Butt,Lagoon,9/28/11,2011,749,deep,1,Caesionidae,Planktivore,pte.diag,7,1,0.0069,3.341,4.59538225,0.004595382
Monkey's Butt,Lagoon,9/28/11,2011,749,deep,1,Caesionidae,Planktivore,pte.diag,9,1,0.0069,3.341,10.64077634,0.010640776
Monkey's Butt,Lagoon,9/28/11,2011,749,deep,1,Caesionidae,Planktivore,pte.diag,9,1,0.0069,3.341,10.64077634,0.010640776
Monkey's Butt,Lagoon,9/28/11,2011,749,deep,1,Caesionidae,Planktivore,pte.diag,9,1,0.0069,3.341,10.64077634,0.010640776
Monkey's Butt,Lagoon,9/28/11,2011,749,deep,1,Caesionidae,Planktivore,pte.diag,9,1,0.0069,3.341,10.64077634,0.010640776
Monkey's Butt,Lagoon,9/28/11,2011,749,deep,1,Caesionidae,Planktivore,pte.diag,9,1,0.0069,3.341,10.64077634,0.010640776
Monkey's Butt,Lagoon,9/28/11,2011,749,deep,1,Caesionidae,Planktivore,pte.diag,9,1,0.0069,3.341,10.64077634,0.010640776
Monkey's Butt,Lagoon,9/28/11,2011,749,deep,1,Caesionidae,Planktivore,pte.diag,9,1,0.0069,3.341,10.64077634,0.010640776
Monkey's Butt,Lagoon,9/28/11,2011,749,deep,1,Caesionidae,Planktivore,pte.diag,9,1,0.0069,3.341,10.64077634,0.010640776
Monkey's Butt,Lagoon,9/28/11,2011,749,deep,1,Caesionidae,Planktivore,pte.diag,9,1,0.0069,3.341,10.64077634,0.010640776
Monkey's Butt,Lagoon,9/28/11,2011,749,deep,1,Caesionidae,Planktivore,pte.diag,9,1,0.0069,3.341,10.64077634,0.010640776
Monkey's Butt,Lagoon,9/28/11,2011,749,deep,1,Caesionidae,Planktivore,pte.diag,9,1,0.0069,3.341,10.64077634,0.010640776
Monkey's Butt,Lagoon,9/28/11,2011,749,deep,1,Caesionidae,Planktivore,pte.diag,9,1,0.0069,3.341,10.64077634,0.010640776
Monkey's Butt,Lagoon,9/28/11,2011,749,deep,1,Caesionidae,Planktivore,pte.diag,9,1,0.0069,3.341,10.64077634,0.010640776
Monkey's Butt,Lagoon,9/28/11,2011,749,deep,1,Caesionidae,Planktivore,pte.diag,9,1,0.0069,3.341,10.64077634,0.010640776
Monkey's Butt,Lagoon,9/28/11,2011,749,deep,1,Caesionidae,Planktivore,pte.diag,9,1,0.0069,3.341,10.64077634,0.010640776
Monkey's Butt,Lagoon,9/28/11,2011,749,deep,1,Caesionidae,Planktivore,pte.diag,9,1,0.0069,3.341,10.64077634,0.010640776
Monkey's Butt,Lagoon,9/28/11,2011,749,deep,1,Caesionidae,Planktivore,pte.diag,9,1,0.0069,3.341,10.64077634,0.010640776
Monkey's Butt,Lagoon,9/28/11,2011,749,deep,1,Caesionidae,Planktivore,pte.diag,9,1,0.0069,3.341,10.64077634,0.010640776
Monkey's Butt,Lagoon,9/28/11,2011,749,deep,1,Caesionidae,Planktivore,pte.diag,9,1,0.0069,3.341,10.64077634,0.010640776
Monkey's Butt,Lagoon,9/28/11,2011,749,deep,1,Caesionidae,Planktivore,pte.diag,9,1,0.0069,3.341,10.64077634,0.010640776
Monkey's Butt,Lagoon,9/28/11,2011,749,deep,1,Caesionidae,Planktivore,pte.diag,9,1,0.0069,3.341,10.64077634,0.010640776
Monkey's Butt,Lagoon,9/28/11,2011,749,deep,1,Caesionidae,Planktivore,pte.diag,9,1,0.0069,3.341,10.64077634,0.010640776
Monkey's Butt,Lagoon,9/28/11,2011,749,deep,1,Caesionidae,Planktivore,pte.diag,9,1,0.0069,3.341,10.64077634,0.010640776
Monkey's Butt,Lagoon,9/28/11,2011,749,deep,1,Caesionidae,Planktivore,pte.diag,9,1,0.0069,3.341,10.64077634,0.010640776
Monkey's Butt,Lagoon,9/28/11,2011,749,deep,1,Caesionidae,Planktivore,pte.diag,9,1,0.0069,3.341,10.64077634,0.010640776
Monkey's Butt,Lagoon,9/28/11,2011,749,deep,1,Caesionidae,Planktivore,pte.diag,9,1,0.0069,3.341,10.64077634,0.010640776
Monkey's Butt,Lagoon,9/28/11,2011,749,deep,1,Caesionidae,Planktivore,pte.diag,9,1,0.0069,3.341,10.64077634,0.010640776
Monkey's Butt,Lagoon,9/28/11,2011,749,deep,1,Caesionidae,Planktivore,pte.diag,9,1,0.0069,3.341,10.64077634,0.010640776
